Date,Product ID,Price ($),Tax ($),Total Price Paid by Client ($),Quantity Ordered,Country
2023-11-03,P1011,123.97,12.4,136.37,2,Japan
2023-11-03,P1012,270.84,27.08,297.92,7,Canada
2023-11-03,P1013,11.06,1.11,12.17,1,USA
2023-11-03,P1014,182.16,18.22,200.38,2,USA
2023-11-03,P1015,442.22,44.22,486.44,2,France
2023-11-03,P1016,76.16,7.62,83.78,5,Japan
2023-11-03,P1017,346.03,34.6,380.63,1,France
2023-11-03,P1018,454.15,45.41,499.56,7,Japan
2023-11-03,P1019,489.84,48.98,538.82,3,Canada
2023-11-03,P1020,234.41,23.44,257.85,3,France
2023-11-04,P1001,290.02,29.0,319.02,4,Japan
2023-11-04,P1002,343.15,34.31,377.46,3,France
2023-11-04,P1003,121.35,12.13,133.48,3,USA
2023-11-04,P1004,94.02,9.4,103.42,9,Australia
2023-11-04,P1005,286.02,28.6,314.62,1,Japan
2023-11-04,P1006,71.7,7.17,78.87,6,USA
2023-11-04,P1007,282.87,28.29,311.16,9,UK
2023-11-04,P1008,323.82,32.38,356.2,2,France
2023-11-04,P1009,218.36,21.84,240.2,4,France
2023-11-04,P1010,349.38,34.94,384.32,7,UK
2023-11-04,P1011,139.36,13.94,153.3,6,UK
2023-11-04,P1012,43.46,4.35,47.81,1,Australia
2023-11-04,P1013,261.03,26.1,287.13,9,UK
2023-11-04,P1014,201.62,20.16,221.78,1,Germany
2023-11-04,P1015,380.87,38.09,418.96,7,Canada
2023-11-04,P1016,333.33,33.33,366.66,8,Canada
2023-11-04,P1017,319.51,31.95,351.46,8,Australia
2023-11-04,P1018,176.28,17.63,193.91,3,Canada
2023-11-04,P1019,275.85,27.59,303.44,5,France
2023-11-04,P1020,345.45,34.55,380.0,6,Canada
2023-11-05,P1001,131.65,13.17,144.82,7,UK
2023-11-05,P1002,122.4,12.24,134.64,3,Canada
2023-11-05,P1003,39.19,3.92,43.11,6,Canada
2023-11-05,P1004,186.71,18.67,205.38,6,Germany
2023-11-05,P1005,32.47,3.25,35.72,8,Canada
2023-11-05,P1006,257.87,25.79,283.66,2,Japan
2023-11-05,P1007,465.67,46.57,512.24,7,USA
2023-11-05,P1008,337.69,33.77,371.46,3,Canada
2023-11-05,P1009,103.7,10.37,114.07,6,France
2023-11-05,P1010,436.93,43.69,480.62,6,France
2023-11-05,P1011,496.11,49.61,545.72,2,Germany
2023-11-05,P1012,156.87,15.69,172.56,7,Canada
2023-11-05,P1013,125.84,12.58,138.42,1,Japan
2023-11-05,P1014,404.86,40.49,445.35,5,USA
2023-11-05,P1015,442.08,44.21,486.29,1,France
2023-11-05,P1016,18.49,1.85,20.34,7,USA
2023-11-05,P1017,133.16,13.32,146.48,6,France
2023-11-05,P1018,357.19,35.72,392.91,3,France
2023-11-05,P1019,391.23,39.12,430.35,1,France
2023-11-05,P1020,477.76,47.78,525.54,7,UK
2023-11-06,P1001,181.85,18.18,200.03,7,Germany
2023-11-06,P1002,202.01,20.2,222.21,9,Australia
2023-11-06,P1003,481.16,48.12,529.28,8,France
2023-11-06,P1004,218.62,21.86,240.48,7,Australia
2023-11-06,P1005,487.84,48.78,536.62,1,USA
2023-11-06,P1006,426.32,42.63,468.95,7,UK
2023-11-06,P1007,83.87,8.39,92.26,2,France
2023-11-06,P1008,258.57,25.86,284.43,2,Germany
2023-11-06,P1009,378.05,37.8,415.85,3,Germany
2023-11-06,P1010,120.13,12.01,132.14,3,Japan
2023-11-06,P1011,410.27,41.03,451.3,5,UK
2023-11-06,P1012,455.18,45.52,500.7,3,Australia
2023-11-06,P1013,284.17,28.42,312.59,5,Australia
2023-11-06,P1014,472.12,47.21,519.33,8,Germany
2023-11-06,P1015,45.45,4.55,50.0,5,Australia
2023-11-06,P1016,260.61,26.06,286.67,4,Japan
2023-11-06,P1017,286.48,28.65,315.13,6,UK
2023-11-06,P1018,404.7,40.47,445.17,8,Canada
2023-11-06,P1019,311.53,31.15,342.68,2,UK
2023-11-06,P1020,200.02,20.0,220.02,6,Japan
2023-11-07,P1001,250.67,25.07,275.74,8,UK
2023-11-07,P1002,84.51,8.45,92.96,7,France
2023-11-07,P1003,451.84,45.18,497.02,9,Japan
2023-11-07,P1004,230.52,23.05,253.57,7,USA
2023-11-07,P1005,168.52,16.85,185.37,8,Japan
2023-11-07,P1006,354.58,35.46,390.04,7,UK
2023-11-07,P1007,422.03,42.2,464.23,5,UK
2023-11-07,P1008,31.81,3.18,34.99,2,USA
2023-11-07,P1009,263.75,26.38,290.13,1,Canada
2023-11-07,P1010,137.64,13.76,151.4,3,UK
2023-11-07,P1011,188.31,18.83,207.14,6,France
2023-11-07,P1012,25.89,2.59,28.48,7,Canada
2023-11-07,P1013,197.51,19.75,217.26,8,Canada
2023-11-07,P1014,245.39,24.54,269.93,6,USA
2023-11-07,P1015,364.64,36.46,401.1,6,Canada
2023-11-07,P1016,105.99,10.6,116.59,5,France
2023-11-07,P1017,115.99,11.6,127.59,6,France
2023-11-07,P1018,493.67,49.37,543.04,1,Germany
2023-11-07,P1019,31.87,3.19,35.06,4,UK
2023-11-07,P1020,260.62,26.06,286.68,6,France
2023-11-08,P1001,205.53,20.55,226.08,1,Canada
2023-11-08,P1002,217.76,21.78,239.54,1,Australia
2023-11-08,P1003,169.42,16.94,186.36,7,Germany
2023-11-08,P1004,333.44,33.34,366.78,9,USA
2023-11-08,P1005,489.85,48.99,538.84,9,USA
2023-11-08,P1006,384.27,38.43,422.7,7,Canada
2023-11-08,P1007,287.85,28.79,316.64,7,Canada
2023-11-08,P1008,63.73,6.37,70.1,7,France
2023-11-08,P1009,63.47,6.35,69.82,8,Australia
2023-11-08,P1010,369.43,36.94,406.37,6,USA
2023-11-08,P1011,282.36,28.24,310.6,4,UK
2023-11-08,P1012,184.48,18.45,202.93,7,UK
2023-11-08,P1013,302.7,30.27,332.97,1,Japan
2023-11-08,P1014,438.35,43.84,482.19,2,France
2023-11-08,P1015,89.19,8.92,98.11,1,Australia
2023-11-08,P1016,10.89,1.09,11.98,4,France
2023-11-08,P1017,52.45,5.25,57.7,4,Germany
2023-11-08,P1018,174.14,17.41,191.55,2,UK
2023-11-08,P1019,78.66,7.87,86.53,4,Australia
2023-11-08,P1020,85.97,8.6,94.57,7,Australia
2023-11-09,P1001,491.08,49.11,540.19,7,UK
2023-11-09,P1002,415.26,41.53,456.79,8,Germany
2023-11-09,P1003,113.95,11.4,125.35,8,France
2023-11-09,P1004,200.2,20.02,220.22,8,UK
2023-11-09,P1005,54.66,5.47,60.13,8,UK
2023-11-09,P1006,404.88,40.49,445.37,5,Canada
2023-11-09,P1007,19.41,1.94,21.35,3,Germany
2023-11-09,P1008,349.33,34.93,384.26,1,Germany
2023-11-09,P1009,245.42,24.54,269.96,8,USA
2023-11-09,P1010,74.97,7.5,82.47,1,UK
2023-11-09,P1011,126.23,12.62,138.85,1,Australia
2023-11-09,P1012,101.18,10.12,111.3,9,Australia
2023-11-09,P1013,134.47,13.45,147.92,6,Canada
2023-11-09,P1014,455.88,45.59,501.47,1,UK
2023-11-09,P1015,71.71,7.17,78.88,8,Australia
2023-11-09,P1016,14.78,1.48,16.26,4,UK
2023-11-09,P1017,177.39,17.74,195.13,7,France
2023-11-09,P1018,109.15,10.92,120.07,4,Japan
2023-11-09,P1019,102.06,10.21,112.27,8,Canada
2023-11-09,P1020,395.39,39.54,434.93,2,USA
2023-11-10,P1001,461.96,46.2,508.16,7,Japan
2023-11-10,P1002,464.24,46.42,510.66,3,Australia
2023-11-10,P1003,213.34,21.33,234.67,6,Australia
2023-11-10,P1004,228.46,22.85,251.31,7,USA
2023-11-10,P1005,311.23,31.12,342.35,2,Japan
2023-11-10,P1006,13.63,1.36,14.99,3,Australia
2023-11-10,P1007,132.24,13.22,145.46,6,Germany
2023-11-10,P1008,29.96,3.0,32.96,4,Australia
2023-11-10,P1009,142.66,14.27,156.93,2,Germany
2023-11-10,P1010,127.63,12.76,140.39,1,USA
2023-11-10,P1011,468.86,46.89,515.75,8,Australia
2023-11-10,P1012,23.69,2.37,26.06,4,Germany
2023-11-10,P1013,411.58,41.16,452.74,1,Japan
2023-11-10,P1014,123.9,12.39,136.29,6,UK
2023-11-10,P1015,280.96,28.1,309.06,4,Australia
2023-11-10,P1016,86.08,8.61,94.69,1,Japan
2023-11-10,P1017,41.27,4.13,45.4,8,Australia
2023-11-10,P1018,101.47,10.15,111.62,3,Japan
2023-11-10,P1019,450.95,45.09,496.04,1,France
2023-11-10,P1020,160.91,16.09,177.0,1,Australia
2023-11-11,P1001,214.76,21.48,236.24,7,Canada
2023-11-11,P1002,60.64,6.06,66.7,6,Australia
2023-11-11,P1003,10.63,1.06,11.69,6,Australia
2023-11-11,P1004,480.29,48.03,528.32,4,France
2023-11-11,P1005,165.97,16.6,182.57,2,Japan
2023-11-11,P1006,59.2,5.92,65.12,9,Canada
2023-11-11,P1007,456.8,45.68,502.48,1,UK
2023-11-11,P1008,220.39,22.04,242.43,5,Germany
2023-11-11,P1009,144.67,14.47,159.14,2,USA
2023-11-11,P1010,203.99,20.4,224.39,4,Australia
2023-11-11,P1011,474.64,47.46,522.1,2,UK
2023-11-11,P1012,71.13,7.11,78.24,2,Australia
2023-11-11,P1013,488.6,48.86,537.46,5,USA
2023-11-11,P1014,196.52,19.65,216.17,3,Canada
2023-11-11,P1015,354.21,35.42,389.63,2,Japan
2023-11-11,P1016,114.49,11.45,125.94,7,Canada
2023-11-11,P1017,132.17,13.22,145.39,9,Germany
2023-11-11,P1018,488.99,48.9,537.89,7,Canada
2023-11-11,P1019,51.14,5.11,56.25,8,Japan
2023-11-11,P1020,312.54,31.25,343.79,6,Japan
2023-11-12,P1001,120.02,12.0,132.02,9,France
2023-11-12,P1002,472.36,47.24,519.6,7,France
2023-11-12,P1003,54.36,5.44,59.8,4,Germany
2023-11-12,P1004,76.82,7.68,84.5,5,France
2023-11-12,P1005,161.5,16.15,177.65,6,Australia
2023-11-12,P1006,338.18,33.82,372.0,3,France
2023-11-12,P1007,304.17,30.42,334.59,2,USA
2023-11-12,P1008,239.35,23.94,263.29,3,Japan
2023-11-12,P1009,239.72,23.97,263.69,9,Japan
2023-11-12,P1010,384.46,38.45,422.91,4,Germany
2023-11-12,P1011,146.44,14.64,161.08,4,Australia
2023-11-12,P1012,67.39,6.74,74.13,1,Australia
2023-11-12,P1013,429.66,42.97,472.63,3,USA
2023-11-12,P1014,188.5,18.85,207.35,1,UK
2023-11-12,P1015,379.48,37.95,417.43,7,UK
2023-11-12,P1016,282.12,28.21,310.33,3,USA
2023-11-12,P1017,207.75,20.78,228.53,1,USA
2023-11-12,P1018,156.55,15.66,172.21,3,Germany
2023-11-12,P1019,144.12,14.41,158.53,9,Canada
2023-11-12,P1020,437.38,43.74,481.12,9,France
2023-11-13,P1001,322.83,32.28,355.11,7,Australia
2023-11-13,P1002,63.18,6.32,69.5,7,France
2023-11-13,P1003,146.94,14.69,161.63,1,Canada
2023-11-13,P1004,434.2,43.42,477.62,5,Germany
2023-11-13,P1005,270.81,27.08,297.89,4,USA
2023-11-13,P1006,360.32,36.03,396.35,2,France
2023-11-13,P1007,21.44,2.14,23.58,6,UK
2023-11-13,P1008,169.93,16.99,186.92,7,Germany
2023-11-13,P1009,70.55,7.05,77.6,7,Japan
2023-11-13,P1010,337.62,33.76,371.38,9,Canada
2023-11-13,P1011,183.41,18.34,201.75,7,France
2023-11-13,P1012,125.09,12.51,137.6,8,Australia
2023-11-13,P1013,440.84,44.08,484.92,4,Australia
2023-11-13,P1014,25.27,2.53,27.8,7,Australia
2023-11-13,P1015,470.2,47.02,517.22,6,France
2023-11-13,P1016,166.4,16.64,183.04,3,Germany
2023-11-13,P1017,357.25,35.73,392.98,6,USA
2023-11-13,P1018,254.25,25.43,279.68,9,Australia
2023-11-13,P1019,302.92,30.29,333.21,4,Germany
2023-11-13,P1020,471.68,47.17,518.85,3,France
2023-11-14,P1001,125.37,12.54,137.91,8,Australia
2023-11-14,P1002,181.62,18.16,199.78,5,USA
2023-11-14,P1003,145.12,14.51,159.63,9,Canada
2023-11-14,P1004,443.99,44.4,488.39,6,France
2023-11-14,P1005,188.61,18.86,207.47,5,UK
2023-11-14,P1006,421.84,42.18,464.02,2,Canada
2023-11-14,P1007,442.85,44.29,487.14,9,France
2023-11-14,P1008,222.99,22.3,245.29,8,Australia
2023-11-14,P1009,487.03,48.7,535.73,7,UK
2023-11-14,P1010,447.52,44.75,492.27,4,Germany
2023-11-14,P1011,107.65,10.77,118.42,7,Canada
2023-11-14,P1012,463.56,46.36,509.92,7,USA
2023-11-14,P1013,307.15,30.71,337.86,8,Canada
2023-11-14,P1014,183.47,18.35,201.82,3,USA
2023-11-14,P1015,253.55,25.36,278.91,7,UK
2023-11-14,P1016,352.15,35.21,387.36,6,USA
2023-11-14,P1017,281.1,28.11,309.21,7,Japan
2023-11-14,P1018,321.49,32.15,353.64,7,UK
2023-11-14,P1019,43.21,4.32,47.53,2,Japan
2023-11-14,P1020,216.74,21.67,238.41,9,Germany
2023-11-15,P1001,130.49,13.05,143.54,3,UK
2023-11-15,P1002,90.71,9.07,99.78,1,Canada
2023-11-15,P1003,251.33,25.13,276.46,1,Canada
2023-11-15,P1004,402.83,40.28,443.11,8,UK
2023-11-15,P1005,140.87,14.09,154.96,8,Canada
2023-11-15,P1006,252.6,25.26,277.86,7,Australia
2023-11-15,P1007,297.53,29.75,327.28,6,UK
2023-11-15,P1008,399.3,39.93,439.23,3,USA
2023-11-15,P1009,207.81,20.78,228.59,7,Japan
2023-11-15,P1010,108.83,10.88,119.71,4,Japan
2023-11-15,P1011,86.58,8.66,95.24,2,Canada
2023-11-15,P1012,256.02,25.6,281.62,1,USA
2023-11-15,P1013,163.6,16.36,179.96,1,Germany
2023-11-15,P1014,389.29,38.93,428.22,3,UK
2023-11-15,P1015,357.79,35.78,393.57,9,UK
2023-11-15,P1016,306.13,30.61,336.74,2,Canada
2023-11-15,P1017,125.31,12.53,137.84,6,Japan
2023-11-15,P1018,496.11,49.61,545.72,7,USA
2023-11-15,P1019,298.98,29.9,328.88,7,USA
2023-11-15,P1020,162.53,16.25,178.78,6,Japan
2023-11-16,P1001,57.73,5.77,63.5,9,Germany
2023-11-16,P1002,183.51,18.35,201.86,9,UK
2023-11-16,P1003,267.06,26.71,293.77,7,France
2023-11-16,P1004,465.36,46.54,511.9,3,Japan
2023-11-16,P1005,105.78,10.58,116.36,6,Canada
2023-11-16,P1006,466.64,46.66,513.3,7,USA
2023-11-16,P1007,361.05,36.11,397.16,4,Canada
2023-11-16,P1008,269.81,26.98,296.79,5,Australia
2023-11-16,P1009,89.64,8.96,98.6,8,Japan
2023-11-16,P1010,277.57,27.76,305.33,1,Australia
2023-11-16,P1011,358.7,35.87,394.57,8,Germany
2023-11-16,P1012,467.01,46.7,513.71,9,USA
2023-11-16,P1013,214.45,21.45,235.9,8,USA
2023-11-16,P1014,456.02,45.6,501.62,5,Australia
2023-11-16,P1015,497.56,49.76,547.32,1,UK
2023-11-16,P1016,188.02,18.8,206.82,4,Japan
2023-11-16,P1017,173.92,17.39,191.31,5,Australia
2023-11-16,P1018,412.89,41.29,454.18,3,France
2023-11-16,P1019,162.49,16.25,178.74,3,Canada
2023-11-16,P1020,226.7,22.67,249.37,6,France
2023-11-17,P1001,233.16,23.32,256.48,2,Germany
2023-11-17,P1002,270.97,27.1,298.07,8,UK
2023-11-17,P1003,476.36,47.64,524.0,1,France
2023-11-17,P1004,394.41,39.44,433.85,2,USA
2023-11-17,P1005,244.84,24.48,269.32,8,Germany
2023-11-17,P1006,389.6,38.96,428.56,6,Canada
2023-11-17,P1007,487.45,48.75,536.2,2,France
2023-11-17,P1008,46.5,4.65,51.15,8,USA
2023-11-17,P1009,332.36,33.24,365.6,9,Australia
2023-11-17,P1010,276.08,27.61,303.69,1,Japan
2023-11-17,P1011,419.82,41.98,461.8,6,Australia
2023-11-17,P1012,494.75,49.48,544.23,9,Canada
2023-11-17,P1013,335.35,33.54,368.89,9,France
2023-11-17,P1014,418.46,41.85,460.31,6,Canada
2023-11-17,P1015,431.71,43.17,474.88,5,Germany
2023-11-17,P1016,486.02,48.6,534.62,8,Japan
2023-11-17,P1017,494.78,49.48,544.26,1,Australia
2023-11-17,P1018,16.6,1.66,18.26,1,Germany
2023-11-17,P1019,256.01,25.6,281.61,5,Germany
2023-11-17,P1020,362.58,36.26,398.84,8,Japan
2023-11-18,P1001,349.53,34.95,384.48,9,USA
2023-11-18,P1002,157.92,15.79,173.71,8,USA
2023-11-18,P1003,409.24,40.92,450.16,1,Japan
2023-11-18,P1004,156.6,15.66,172.26,5,Canada
2023-11-18,P1005,479.96,48.0,527.96,8,Canada
2023-11-18,P1006,128.2,12.82,141.02,4,UK
2023-11-18,P1007,240.72,24.07,264.79,6,Australia
2023-11-18,P1008,145.35,14.54,159.89,8,Canada
2023-11-18,P1009,462.67,46.27,508.94,3,Australia
2023-11-18,P1010,403.7,40.37,444.07,8,USA
2023-11-18,P1011,105.68,10.57,116.25,5,Australia
2023-11-18,P1012,29.49,2.95,32.44,5,Australia
2023-11-18,P1013,323.33,32.33,355.66,5,UK
2023-11-18,P1014,326.74,32.67,359.41,9,USA
2023-11-18,P1015,112.89,11.29,124.18,8,Japan
2023-11-18,P1016,458.52,45.85,504.37,7,UK
2023-11-18,P1017,496.0,49.6,545.6,5,Canada
2023-11-18,P1018,287.41,28.74,316.15,3,France
2023-11-18,P1019,484.53,48.45,532.98,7,France
2023-11-18,P1020,173.93,17.39,191.32,9,Australia
2023-11-19,P1001,54.91,5.49,60.4,7,Canada
2023-11-19,P1002,53.4,5.34,58.74,1,Canada
2023-11-19,P1003,285.22,28.52,313.74,4,UK
2023-11-19,P1004,337.54,33.75,371.29,3,France
2023-11-19,P1005,268.07,26.81,294.88,2,UK
2023-11-19,P1006,397.73,39.77,437.5,5,Australia
2023-11-19,P1007,315.9,31.59,347.49,5,Japan
2023-11-19,P1008,457.2,45.72,502.92,5,Japan
2023-11-19,P1009,10.2,1.02,11.22,5,Japan
2023-11-19,P1010,402.77,40.28,443.05,8,France
2023-11-19,P1011,36.38,3.64,40.02,8,France
2023-11-19,P1012,395.36,39.54,434.9,2,Japan
2023-11-19,P1013,259.8,25.98,285.78,6,France
2023-11-19,P1014,82.24,8.22,90.46,1,Germany
2023-11-19,P1015,130.89,13.09,143.98,9,USA
2023-11-19,P1016,25.45,2.54,27.99,2,USA
2023-11-19,P1017,180.19,18.02,198.21,2,USA
2023-11-19,P1018,381.92,38.19,420.11,2,Germany
2023-11-19,P1019,403.28,40.33,443.61,8,USA
2023-11-19,P1020,489.22,48.92,538.14,7,France
2023-11-20,P1001,252.03,25.2,277.23,5,Germany
2023-11-20,P1002,452.97,45.3,498.27,8,Japan
2023-11-20,P1003,205.28,20.53,225.81,7,USA
2023-11-20,P1004,290.65,29.06,319.71,8,Germany
2023-11-20,P1005,151.39,15.14,166.53,6,UK
2023-11-20,P1006,175.46,17.55,193.01,1,USA
2023-11-20,P1007,25.47,2.55,28.02,8,Australia
2023-11-20,P1008,286.66,28.67,315.33,8,Canada
2023-11-20,P1009,306.14,30.61,336.75,4,UK
2023-11-20,P1010,468.58,46.86,515.44,8,Canada
2023-11-20,P1011,180.88,18.09,198.97,3,Australia
2023-11-20,P1012,494.54,49.45,543.99,7,Australia
2023-11-20,P1013,425.45,42.55,468.0,3,Japan
2023-11-20,P1014,191.27,19.13,210.4,1,France
2023-11-20,P1015,98.97,9.9,108.87,8,Germany
2023-11-20,P1016,263.65,26.36,290.01,3,Australia
2023-11-20,P1017,356.83,35.68,392.51,4,France
2023-11-20,P1018,206.8,20.68,227.48,2,USA
2023-11-20,P1019,119.94,11.99,131.93,2,Canada
2023-11-20,P1020,79.66,7.97,87.63,2,France
2023-11-21,P1001,11.44,1.14,12.58,5,Japan
2023-11-21,P1002,34.79,3.48,38.27,6,USA
2023-11-21,P1003,209.34,20.93,230.27,4,Japan
2023-11-21,P1004,129.94,12.99,142.93,4,USA
2023-11-21,P1005,79.86,7.99,87.85,7,Japan
2023-11-21,P1006,285.09,28.51,313.6,3,Australia
2023-11-21,P1007,496.46,49.65,546.11,6,Japan
2023-11-21,P1008,27.44,2.74,30.18,5,Australia
2023-11-21,P1009,283.84,28.38,312.22,3,Canada
2023-11-21,P1010,32.47,3.25,35.72,8,Australia
2023-11-21,P1011,171.88,17.19,189.07,1,Germany
2023-11-21,P1012,103.43,10.34,113.77,6,USA
2023-11-21,P1013,394.64,39.46,434.1,2,Germany
2023-11-21,P1014,66.32,6.63,72.95,2,Canada
2023-11-21,P1015,132.03,13.2,145.23,7,France
2023-11-21,P1016,269.81,26.98,296.79,2,Germany
2023-11-21,P1017,232.21,23.22,255.43,1,USA
2023-11-21,P1018,172.27,17.23,189.5,7,USA
2023-11-21,P1019,429.38,42.94,472.32,4,Canada
2023-11-21,P1020,95.96,9.6,105.56,1,Canada
2023-11-22,P1001,297.83,29.78,327.61,7,Canada
2023-11-22,P1002,140.5,14.05,154.55,9,France
2023-11-22,P1003,94.51,9.45,103.96,5,France
2023-11-22,P1004,277.03,27.7,304.73,4,Australia
2023-11-22,P1005,353.93,35.39,389.32,8,UK
2023-11-22,P1006,344.81,34.48,379.29,5,France
2023-11-22,P1007,374.29,37.43,411.72,6,UK
2023-11-22,P1008,372.37,37.24,409.61,7,USA
2023-11-22,P1009,12.71,1.27,13.98,7,France
2023-11-22,P1010,62.72,6.27,68.99,2,Japan
2023-11-22,P1011,452.77,45.28,498.05,9,France
2023-11-22,P1012,134.55,13.46,148.01,5,Canada
2023-11-22,P1013,27.2,2.72,29.92,8,UK
2023-11-22,P1014,36.47,3.65,40.12,2,France
2023-11-22,P1015,424.03,42.4,466.43,3,Japan
2023-11-22,P1016,29.24,2.92,32.16,1,USA
2023-11-22,P1017,492.03,49.2,541.23,1,USA
2023-11-22,P1018,239.28,23.93,263.21,2,Japan
2023-11-22,P1019,339.14,33.91,373.05,9,UK
2023-11-22,P1020,228.37,22.84,251.21,8,USA
2023-11-23,P1001,403.97,40.4,444.37,7,Germany
2023-11-23,P1002,278.43,27.84,306.27,5,UK
2023-11-23,P1003,344.85,34.49,379.34,4,Australia
2023-11-23,P1004,60.25,6.03,66.28,9,Australia
2023-11-23,P1005,495.79,49.58,545.37,4,Australia
2023-11-23,P1006,402.49,40.25,442.74,9,Australia
2023-11-23,P1007,341.18,34.12,375.3,8,Australia
2023-11-23,P1008,33.57,3.36,36.93,4,Japan
2023-11-23,P1009,33.58,3.36,36.94,3,Canada
2023-11-23,P1010,246.79,24.68,271.47,4,Australia
2023-11-23,P1011,496.35,49.64,545.99,1,Canada
2023-11-23,P1012,261.07,26.11,287.18,4,USA
2023-11-23,P1013,438.7,43.87,482.57,9,France
2023-11-23,P1014,19.55,1.96,21.51,4,France
2023-11-23,P1015,303.81,30.38,334.19,4,Australia
2023-11-23,P1016,474.07,47.41,521.48,7,Australia
2023-11-23,P1017,255.56,25.56,281.12,8,France
2023-11-23,P1018,394.97,39.5,434.47,3,Australia
2023-11-23,P1019,383.51,38.35,421.86,3,Australia
2023-11-23,P1020,30.79,3.08,33.87,7,Germany
2023-11-24,P1001,256.83,25.68,282.51,8,UK
2023-11-24,P1002,158.03,15.8,173.83,6,Japan
2023-11-24,P1003,474.55,47.46,522.01,3,UK
2023-11-24,P1004,10.99,1.1,12.09,1,France
2023-11-24,P1005,31.28,3.13,34.41,6,Canada
2023-11-24,P1006,272.1,27.21,299.31,6,Australia
2023-11-24,P1007,46.74,4.67,51.41,8,Canada
2023-11-24,P1008,298.04,29.8,327.84,1,France
2023-11-24,P1009,335.1,33.51,368.61,8,UK
2023-11-24,P1010,331.07,33.11,364.18,3,Australia
2023-11-24,P1011,357.66,35.77,393.43,6,Australia
2023-11-24,P1012,470.43,47.04,517.47,7,USA
2023-11-24,P1013,261.26,26.13,287.39,1,Japan
2023-11-24,P1014,269.6,26.96,296.56,7,USA
2023-11-24,P1015,151.5,15.15,166.65,7,Japan
2023-11-24,P1016,464.82,46.48,511.3,6,USA
2023-11-24,P1017,193.64,19.36,213.0,5,Australia
2023-11-24,P1018,63.99,6.4,70.39,8,Australia
2023-11-24,P1019,459.54,45.95,505.49,8,Australia
2023-11-24,P1020,116.95,11.7,128.65,9,France
2023-11-25,P1001,318.02,31.8,349.82,4,UK
2023-11-25,P1002,386.41,38.64,425.05,8,Australia
2023-11-25,P1003,219.09,21.91,241.0,3,UK
2023-11-25,P1004,154.43,15.44,169.87,1,Australia
2023-11-25,P1005,78.75,7.88,86.63,8,France
2023-11-25,P1006,374.46,37.45,411.91,3,Canada
2023-11-25,P1007,168.71,16.87,185.58,5,USA
2023-11-25,P1008,437.66,43.77,481.43,1,France
2023-11-25,P1009,183.08,18.31,201.39,5,Japan
2023-11-25,P1010,478.81,47.88,526.69,5,Japan
2023-11-25,P1011,86.3,8.63,94.93,3,USA
2023-11-25,P1012,136.97,13.7,150.67,6,Japan
2023-11-25,P1013,36.96,3.7,40.66,5,France
2023-11-25,P1014,86.78,8.68,95.46,9,Canada
2023-11-25,P1015,455.98,45.6,501.58,5,UK
2023-11-25,P1016,294.91,29.49,324.4,1,Germany
2023-11-25,P1017,499.52,49.95,549.47,8,Canada
2023-11-25,P1018,359.65,35.96,395.61,3,France
2023-11-25,P1019,326.36,32.64,359.0,1,Australia
2023-11-25,P1020,165.54,16.55,182.09,5,Japan
2023-11-26,P1001,44.88,4.49,49.37,8,USA
2023-11-26,P1002,412.58,41.26,453.84,5,USA
2023-11-26,P1003,203.2,20.32,223.52,9,Australia
2023-11-26,P1004,396.69,39.67,436.36,7,France
2023-11-26,P1005,89.55,8.96,98.51,3,Japan
2023-11-26,P1006,422.08,42.21,464.29,9,Germany
2023-11-26,P1007,164.72,16.47,181.19,3,Japan
2023-11-26,P1008,358.86,35.89,394.75,2,France
2023-11-26,P1009,47.06,4.71,51.77,9,UK
2023-11-26,P1010,176.22,17.62,193.84,6,France
2023-11-26,P1011,397.45,39.75,437.2,3,France
2023-11-26,P1012,49.91,4.99,54.9,5,Australia
2023-11-26,P1013,21.23,2.12,23.35,8,Australia
2023-11-26,P1014,228.29,22.83,251.12,4,France
2023-11-26,P1015,104.35,10.44,114.79,3,Germany
2023-11-26,P1016,59.59,5.96,65.55,5,Canada
2023-11-26,P1017,190.1,19.01,209.11,2,Australia
2023-11-26,P1018,239.63,23.96,263.59,6,Canada
2023-11-26,P1019,270.9,27.09,297.99,9,Australia
2023-11-26,P1020,154.11,15.41,169.52,2,Canada
2023-11-27,P1001,249.2,24.92,274.12,1,USA
2023-11-27,P1002,177.16,17.72,194.88,3,Germany
2023-11-27,P1003,295.03,29.5,324.53,5,Japan
2023-11-27,P1004,34.62,3.46,38.08,3,Australia
2023-11-27,P1005,192.61,19.26,211.87,2,USA
2023-11-27,P1006,466.3,46.63,512.93,4,Canada
2023-11-27,P1007,423.57,42.36,465.93,8,Canada
2023-11-27,P1008,172.81,17.28,190.09,4,Germany
2023-11-27,P1009,429.4,42.94,472.34,1,Canada
2023-11-27,P1010,137.68,13.77,151.45,5,UK
2023-11-27,P1011,266.84,26.68,293.52,5,France
2023-11-27,P1012,247.67,24.77,272.44,7,Canada
2023-11-27,P1013,27.61,2.76,30.37,6,USA
2023-11-27,P1014,379.03,37.9,416.93,3,Germany
2023-11-27,P1015,254.12,25.41,279.53,8,Germany
2023-11-27,P1016,340.51,34.05,374.56,5,Germany
2023-11-27,P1017,334.99,33.5,368.49,3,USA
2023-11-27,P1018,91.89,9.19,101.08,2,USA
2023-11-27,P1019,242.77,24.28,267.05,6,Australia
2023-11-27,P1020,367.57,36.76,404.33,9,Germany
2023-11-28,P1001,364.92,36.49,401.41,9,USA
